"time","Are.N","Ace.N","Are.S","Ace.S","S","RelPrice_N","RelLabor_N","Labor.re_N","Price.re_N","Agg.demand.re.tech_N","Profits.re_N","Yre_N","sre_N","Labor.ce_N","Price.ce_N","Agg.demand.ce.tech_N","Profits.ce_N","Yce_N","sce_N","Y_N","RelPrice_S","RelLabor_S","Labor.re_S","Price.re_S","Agg.demand.re.tech_S","Profits.re_S","Yre_S","sre_S","Labor.ce_S","Price.ce_S","Agg.demand.ce.tech_S","Profits.ce_S","Yce_S","sce_S","Y_S","Delta.Temp","Gamma.re.t_N","Gamma.re.t_S","Gamma.ce.t_N","Gamma.ce.t_S","L_N","L_S","Consumption_N","Consumption_S","Utility.Consumer_N","Utility.Consumer_S","CO2.Concentration","Cost.S.Damage","policy.status","Policy.Start.Time","ce.tax_N","RD.subsidy_N","RD.subsidy.GF_N","Tec.subsidy_N","Tec.subsidy.GF_N","ce.tax_S","RD.subsidy_S","Tec.subsidy_S","dS.lag","Budget.function.N","Budget.function.S","Run.ID","Policy.Duration","Budget.N","Budget.S"
2023,120.124979789264,246.506398106631,24.8245156001451,75.1125940894952,1045.337,1.61871563587981,0.381644384388694,0.27622475703656,1.90269291002036,86.669070044181,0.383250627735368,45.55074,0.349563574314308,0.72377524296344,1.17543370055001,227.093790946262,1.00420874356437,193.2,0.650436425685692,313.762860990443,2.0997008564004,0.226821986293263,0.739543271403495,2.32567058853324,64.7040163861718,0.286121160459652,27.82166,0.273822637161906,3.26045672859651,1.10761996474118,285.263423725222,1.26143485971293,257.5463,0.726177362838094,349.967440111394,1.34598364977682,0.25,0.25,0.25,0.25,1,4,279.594085428584,77.9639964708158,0.996408184061921,0.98711904805174,381.487,0.995767497982075,0,3.3,0,0,0,0,0,0,0,0,0,0,0,7,100,79.4292912032636,273.914066510876
2028,121.528301282376,249.828240533574,25.5275543080815,78.1427285194799,1031.15621071251,1.51790474859722,0.502433811776705,0.334413275206148,1.81770042246075,133.334859155194,1.76882024155281,60.1499472389655,0.69137366190993,0.665586724793852,1.19750624941426,217.60992581417,0.962271091950261,181.719240229945,0.30862633809007,326.690573511021,1.88114176708518,0.327133367903341,0.985984907967946,2.1304211667819,132.532807883761,0.586060076461991,43.5467723308301,0.338946765938216,3.01401509203205,1.13251494600696,283.593710153238,1.25405138629762,250.410567342302,0.661053234061784,376.125437246521,1.51625527323777,0.25,0.25,0.25,0.25,1,4,288.472686427857,82.7023148580731,0.991546673136575,0.982917268735352,395.667789287487,0.994510259750279,1,3.3,0.05,2,0,0.18,0.15,0.05,0,0.15,-2.67152868665053,4.92272947039861,9.84983867409942,7,100,79.4292912032636,273.914066510876
2033,123.656352411112,251.744439813925,26.3389432852713,80.9859148551529,1017.36324027534,1.50805328338821,0.50901962201935,0.337318093543533,1.80948188870128,135.925651799136,1.80318969676733,61.5972092184291,0.697392749491235,0.662681906456467,1.19987928054892,218.968050844716,0.968276720835334,182.491734288921,0.302607250508765,330.16924895246,1.88675635137626,0.325189306576123,0.981563328235152,2.13538041797209,136.6053599615,0.604068901749751,44.7806635146823,0.332645247133881,3.01843667176485,1.13177327661543,294.055647093258,1.30031407144639,259.818510623109,0.667354752866119,389.430417512192,1.67611396849797,0.25,0.25,0.25,0.25,1,4,291.521324734545,85.6328584609823,0.986635185315773,0.978413396807652,409.460759724657,0.993148457766677,1,3.3,0.05,2,0,0.18,0.15,0.05,0,0.15,-2.79600794150292,4.85041289618649,10.2398852447207,7,100,79.4292912032636,273.914066510876
2038,125.840890783364,253.636584928601,27.1461739168736,83.8402860308227,1002.94408378364,1.49795907065173,0.515902940184955,0.340327158493412,1.80107783767049,138.594564226117,1.83859548902366,63.0997396605619,0.703595646964423,0.659672841506588,1.20235450551187,220.28861208791,0.974116242652737,183.214360721448,0.296404353035577,333.674349358138,1.89239118497284,0.323255605381831,0.977152423362845,2.14036080999511,140.647514121766,0.62194330744645,45.9984407420828,0.326324631232455,3.02284757663715,1.13103507720357,304.567835007665,1.34679896640389,269.282395521008,0.673675368767545,402.76440691412,1.83757280357977,0.25,0.25,0.25,0.25,1,4,294.591971457541,88.5701138484812,0.981746921029681,0.973902417976516,423.879916216362,0.991581899330586,1,3.3,0.05,2,0,0.18,0.15,0.05,0,0.15,-2.92156510048242,4.77449248724032,10.6334374640251,7,100,79.4292912032636,273.914066510876
2043,128.084178052848,255.502737308549,27.9492823193559,86.7050026124276,987.893536351934,1.48761866673662,0.52309992607952,0.34344425938355,1.79248690305487,141.344955216703,1.87508217590479,64.6603682739148,0.709983293656799,0.65655574061645,1.20493708712801,221.569259522467,0.97977926560835,183.884504750852,0.290016706343201,337.206278169046,1.89803228295649,0.321336979714253,0.972763147168542,2.1453499824376,144.659874746632,0.639685966129605,47.200649381965,0.319992777611156,3.02723685283146,1.13030215645009,315.126856587401,1.39349095982949,278.798774990497,0.680007222388844,416.124411269838,2.00034573468732,0.25,0.25,0.25,0.25,1,4,297.684920183951,91.5134090568904,0.976881744369552,0.969386932269222,438.930463648066,0.989793929845735,1,3.3,0.05,2,0,0.18,0.15,0.05,0,0.15,-3.04814746686702,4.69474532604279,11.0303047213976,7,100,79.4292912032636,273.914066510876
2048,130.38857665015,257.340926662365,28.7483118379536,89.5791550638067,972.206666052992,1.47702896822461,0.530627643553725,0.346673239431207,1.78370809634723,144.180334641968,1.91269631936034,66.2820753286522,0.716555849890623,0.653326760568793,1.20763243966112,222.807604998896,0.98525522930512,184.499519623222,0.283444150109377,340.765524702091,1.90366596349706,0.319437874280573,0.968405956831419,2.15033581111816,148.643114231546,0.657299851131894,48.3878747794171,0.31365779120196,3.03159404316858,1.12957622416485,325.729001911311,1.44037364645182,288.363896958027,0.68634220879804,429.507191316684,2.16416475844364,0.25,0.25,0.25,0.25,1,4,300.800538075201,94.4620169671817,0.972039517144764,0.964869203028602,454.617333947008,0.987766678855553,1,3.3,0.05,2,0,0.18,0.15,0.05,0,0.15,-3.17569920686724,4.61094117974711,11.430279553621,7,100,79.4292912032636,273.914066510876
2053,132.756552213065,259.149157992121,29.5433140100454,92.4617635324894,955.878833136216,1.46618726228773,0.53850409826492,0.350017981019504,1.77474085096805,147.10436664418,1.9514865279017,67.9679968951137,0.723312588348536,0.649982018980496,1.21044623467733,224.0012305141,0.99053344133335,185.056737008903,0.276687411651464,344.352675050006,1.90927874469574,0.317562506925693,0.964090903487139,2.15530631812439,152.597978613917,0.674788261430742,49.5607441649865,0.307327988345211,3.03590909651286,1.12885890764361,336.370266325983,1.4874293176935,297.973700741863,0.692672011654789,442.909264520991,2.32877962254032,0.25,0.25,0.25,0.25,1,4,303.939275519469,97.4151556617589,0.96722009801357,0.960351202137703,470.945166863784,0.985480805496983,1,3.3,0.05,2,0,0.18,0.15,0.05,0,0.15,-3.30416081580887,4.5228427314863,11.8331373549825,7,100,79.4292912032636,273.914066510876
2058,135.19067555518,260.925419778392,30.3343495439075,95.3517781218991,938.905708844649,1.45509128140743,0.546748273310101,0.353482388016531,1.76558506938292,150.12087203427,1.99150348840663,69.7214295718557,0.730251778996982,0.646517611983469,1.21338440546161,225.147697902802,0.995603120126193,185.553479086579,0.269748221003018,347.968423757378,1.91485726328099,0.315714904077954,0.959827704617227,2.16024960102761,156.52529312481,0.692154846197908,50.7199284449567,0.301011858803689,3.04017229538277,1.12815176486114,347.046350274021,1.53463896091172,307.623815415242,0.698988141196311,456.326908781785,2.49395738665055,0.25,0.25,0.25,0.25,1,4,307.101676491231,100.371989203913,0.962423341439266,0.955834646938058,487.918291155351,0.982915189210296,1,3.3,0.05,2,0,0.18,0.15,0.05,0,0.15,-3.43346891159681,4.43020590605951,12.2386361873135,7,100,79.4292912032636,273.914066510876
2063,137.693624178492,262.667693266306,31.1214893018473,98.2480796064476,921.283293723559,1.44373926103428,0.555380162902774,0.35707036527088,1.75624117189292,153.233829900633,2.03279998746179,71.5458346663679,0.737370569297801,0.64292963472912,1.21645315002015,226.244559873694,1.00045344376148,185.987072227111,0.262629430702199,351.613586196089,1.920388210888,0.313898929633603,0.955625802119003,2.16515377756814,160.425967618829,0.709403628810462,51.8661438723819,0.294718024560401,3.044374197881,1.12745629518678,357.752660909867,1.58198226654343,317.309559968886,0.705281975439599,469.756167836795,2.65948186596681,0.25,0.25,0.25,0.25,1,4,310.288389549665,103.331628797505,0.957649096421404,0.95132103022587,505.540706276441,0.98004655204171,1,3.3,0.05,2,0,0.18,0.15,0.05,0,0.15,-3.56355661241949,4.33278028727775,12.6465166833862,7,100,79.4292912032636,273.914066510876
2068,140.268183244628,264.373962952482,31.904815286216,101.149480633457,903.007935321666,1.43213000008058,0.564420803217735,0.360785795009132,1.74671014685631,156.447378284021,2.07543092031583,73.4448416778165,0.744664861338865,0.639214204990868,1.21965893233019,227.289372506365,1.00507360522315,186.354862397574,0.255335138661135,355.289111637066,1.92585828533855,0.312118308460761,0.951494408539746,2.17000694358501,164.301001864746,0.726539030245907,53.0001535918203,0.288455195788408,3.04850559146025,1.12677394806521,368.484315683074,1.62943764395055,327.025945457651,0.711544804211592,483.192858538497,2.82515298596811,0.25,0.25,0.25,0.25,1,4,313.500179475993,106.293134364385,0.952897204934095,0.946811644357671,523.816064678334,0.976848994108762,1,3.3,0.05,2,0,0.18,0.15,0.05,0,0.15,-3.69435334543255,4.23030963719035,13.0565020532325,7,100,79.4292912032636,273.914066510876
